StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2,Q2_8_TEXT,Q3,Q4,Q5,Q6,Q7_1,Q7_2,Q7_27,Q7_14,Q7_15,Q7_16,Q7_18,Q7_26,Q7_19,Q7_29,Q7_20,Q7_21,Q7_22,Q7_23,Q7_24,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q11,Q12,Q12_6_TEXT,Q13,Q14,Q14_3_TEXT,Q15_1_x,Q15_1_y,Q17,Q18,Q18_8_TEXT,Q26,Q26_4_TEXT,Q19,Q20,Q21,Q22,Q23,Q24,Q24_7_TEXT
2022-03-30 12:00:56,2022-03-30 12:10:33,IP Address,100,577,True,2022-03-30 12:10:34,R_umqeJc3PhRHLQlP,qr,EN,The Ryde shuttle bus,,21:15,17:01,Yes,"Parking availabliity,Cost,Convenience,Distance,Travel Time",4,3,1,,,,,5,,,,,2,,,Senior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2753,2403,"Kaysville, UT, USA",Drive alone or with siblings,,Male,,No,No,Humanities,,"Yes, off campus",Associate's degree,
2022-03-30 12:07:04,2022-03-30 12:10:39,IP Address,100,215,True,2022-03-30 12:10:39,R_DdWjH3ZMBCnoz73,qr,EN,The Ryde shuttle bus,,08:50,01:30,Yes,"Cost,Convenience,Personal preference,Mode availabililty,Environmental concerns",,4,1,,,,,,,,2,5,,3,,Freshman,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On-campus housing,Foreign Language Student Residence (FLSR),,,,,,,"West Lafayette, Indiana, United States","Dropped off by parent or guardian,School bus,Walk",,Male,,No,No,Fine Arts and Communications,,"Yes, on campus",Doctorate or professional degree,
2022-03-30 12:09:47,2022-03-30 12:12:11,IP Address,100,143,True,2022-03-30 12:12:11,R_b2X9gjDuDzjgVep,qr,EN,Walk,,07:00,16:00,Yes,"Parking availabliity,Cost,Health",1,3,,,,,,,2,,,,,,,Junior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2726,1253,"Grand Prairie, TX",Dropped off by parent or guardian,,Female,,Yes,No,Physical and Mathematical Sciences,,"Yes, both on and off campus",Bachelor's degree,
2022-03-30 12:10:48,2022-03-30 12:12:19,IP Address,100,91,True,2022-03-30 12:12:20,R_3hybL6swNuxqHlN,qr,EN,Walk,,,16:00,Yes,"Parking availabliity,Convenience,Distance,Exercise",1,,2,,,,,3,,4,,,,,,Freshman,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,On-campus housing,Heritage Halls,,,,,,,Hyrum Utah Usa,Drive alone or with siblings,,Female,,No,No,Business,,"Yes, on campus",Doctorate or professional degree,
2022-03-30 12:09:43,2022-03-30 12:12:35,IP Address,100,171,True,2022-03-30 12:12:36,R_rdMacK2b1bAF4NH,qr,EN,Carpool,,12:00,18:00,Yes,"Cost,Convenience,Distance",,1,2,,,,,3,,,,,,,,Senior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,900,1562,"South Carolina ",Drive alone or with siblings,,Female,,Yes,No,Education,,"Yes, both on and off campus",Doctorate or professional degree,
2022-03-30 12:07:54,2022-03-30 12:12:48,IP Address,100,293,True,2022-03-30 12:12:49,R_2uVPbX54bPQNIBu,qr,EN,Walk,,09:08,20:00,No,"Cost,Convenience,Personal preference,Environmental concerns",,2,4,,,,,,,,3,,,1,,Freshman,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2312,2379,"Charlotte, North Carolina, USA","Drive alone or with siblings,Carpool with peers,School bus",,Male,,No,No,,,,Bachelor's degree,
2022-03-30 12:10:56,2022-03-30 12:13:21,IP Address,100,145,True,2022-03-30 12:13:22,R_1DCQwYyx5YB2sBv,qr,EN,"Bicycle, scooter, skateboard, etc.",,08:50,15:00,No,"Cost,Convenience,Flexibility,Distance,Personal preference",,3,1,,,,2,5,,,4,,,,,Freshman,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,Honeoye falls NY,Drive alone or with siblings,,Male,,No,No,Engineering,,No,Master's degree,
2022-03-30 12:10:07,2022-03-30 12:13:31,IP Address,100,204,True,2022-03-30 12:13:32,R_1mOCyppX1zojClw,qr,EN,Walk,,09:00,21:00,No,"Cost,Convenience,Weather,Flexibility,Distance",,1,2,,,3,4,5,,,,,,,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2224,2241,California,"Carpool with peers,Bicycle, scooter, skateboard, etc.",,Male,,No,No,Physical and Mathematical Sciences,,"Yes, on campus",Master's degree,
2022-03-30 12:00:37,2022-03-30 12:14:04,IP Address,100,807,True,2022-03-30 12:14:05,R_20VdyCKvrKsFQc3,qr,EN,Walk,,08:00,21:00,Yes,"Cost,Convenience,Distance,Exercise,Personal preference",,3,1,,,,,2,,4,5,,,,,Sophomore,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2408,2283,"Colorado Springs, CO","Drive alone or with siblings,Dropped off by parent or guardian,Walk",,Female,,No,No,Engineering,,No,Doctorate or professional degree,
2022-03-30 12:10:35,2022-03-30 12:14:22,IP Address,100,227,True,2022-03-30 12:14:23,R_2P1JuKsYdR8WBGm,qr,EN,Walk,,08:00,14:00,Yes,"Cost,Exercise,Personal preference,Environmental concerns",,2,,,,,,,,3,4,,,1,,Senior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2335,2473,Jax fl usa,"Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",,Female,,No,No,"Family, Home, and Social Sciences",,"Yes, on campus",Doctorate or professional degree,
2022-03-30 12:10:13,2022-03-30 12:15:25,IP Address,100,311,True,2022-03-30 12:15:26,R_yEzkhifhiceLJo5,qr,EN,Walk,,08:45,17:00,No,"Cost,Convenience,Distance,Personal preference,Mode availabililty",,1,2,,,,,3,,,5,4,,,,Senior,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,,,,"Public transportation,Bicycle, scooter, skateboard, etc.,Walk",,Male,,No,No,Business,,"Yes, on campus",Some college,
2022-03-30 12:15:11,2022-03-30 12:16:39,IP Address,100,87,True,2022-03-30 12:16:40,R_3I0J2kkZn770cmJ,qr,EN,Carpool,,07:15,14:15,Yes,,,,,,,,,,,,,,,,,Senior,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Wyview Park,,,,,,,Texas,School bus,,Prefer not to say,,No,No,Fine Arts and Communications,,"Yes, on campus",Bachelor's degree,
2022-03-30 12:00:45,2022-03-30 12:17:34,IP Address,100,1008,True,2022-03-30 12:17:34,R_3qaFj3WKNMjoXku,qr,EN,The Ryde shuttle bus,,09:50,15:25,No,"Cost,Convenience,Distance,Mode availabililty,Travel Time",,1,3,,,,,2,,,,5,4,,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,On-campus housing,Wyview Park,,,,,,,"Clinton, Iowa, USA",Drive alone or with siblings,,Female,,No,No,Engineering,,No,Master's degree,
2022-03-30 12:15:16,2022-03-30 12:18:04,IP Address,100,168,True,2022-03-30 12:18:05,R_1GQAOfdN0oSvXUd,qr,EN,Carpool,,07:00,13:15,Yes,"Parking availabliity,Cost,Convenience,Flexibility,Distance",4,5,1,,,,2,3,,,,,,,,Senior,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On-campus housing,Foreign Language Student Residence (FLSR),,,,,,,São Paulo Brazil,Carpool with peers,,Male,,No,No,Physical and Mathematical Sciences,,"Yes, on campus",Master's degree,
2022-03-30 12:21:03,2022-03-30 12:23:25,IP Address,100,141,True,2022-03-30 12:23:25,R_1gd4nX9I06AoYQg,qr,EN,Drive alone,,06:00,20:00,Yes,"Convenience,Travel Time",,,1,,,,,,,,,,2,,,Junior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Orem,,,,"Ivins, UT, USA ",Drive alone or with siblings,,Male,,No,No,Life Sciences,,"Yes, on campus",No college/post-secondary education,
2022-03-30 12:20:31,2022-03-30 12:24:17,IP Address,100,225,True,2022-03-30 12:24:17,R_2tTd7z6Pq0lvW93,qr,EN,Walk,,11:50,15:30,No,"Convenience,Weather,Distance,Exercise,Mode availabililty",,,1,,,4,,2,,3,,5,,,,Junior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2756,2101,Texas,"Drive alone or with siblings,Dropped off by parent or guardian,School bus",,Prefer not to say,,No,No,Physical and Mathematical Sciences,,No,Bachelor's degree,
2022-03-30 12:21:39,2022-03-30 12:24:19,IP Address,100,159,True,2022-03-30 12:24:19,R_rr1plBw7CMAuRq1,qr,EN,Walk,,11:00,15:15,Yes,Parking availabliity,,,,,,,,,,,,,,,,Junior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2091,1526,"Vancouver, WA",Drive alone or with siblings,,Female,,No,No,Business,,"Yes, on campus",Master's degree,
2022-03-30 11:51:03,2022-03-30 12:25:07,IP Address,100,2044,True,2022-03-30 12:25:08,R_3IPKeGwomWWWzz8,qr,EN,The Ryde shuttle bus,,08:50,18:25,Yes,"Parking availabliity,Cost,Convenience,Mode availabililty,Travel Time",1,2,3,,,,,,,,,4,5,,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1980,1172,"Dallas, TX, USA ",Drive alone or with siblings,,Female,,No,No,"Family, Home, and Social Sciences",,"Yes, on campus",Master's degree,
2022-03-30 12:11:45,2022-03-30 12:25:17,IP Address,100,811,True,2022-03-30 12:25:18,R_3PFWzGmRkHsTZq9,qr,EN,The Ryde shuttle bus,,11:50,19:00,No,"Convenience,Distance,Personal preference",,,1,,,,,2,,,3,,,,,Junior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Wyview Park,,,,,,,"Provo, Utah, USA",Drive alone or with siblings,,Female,,No,No,"Family, Home, and Social Sciences",,"Yes, on campus",Bachelor's degree,
2022-03-30 12:21:36,2022-03-30 12:26:39,IP Address,100,302,True,2022-03-30 12:26:39,R_V55aUdtXlNzX9q9,qr,EN,Walk,,21:15,03:15,Yes,"Parking availabliity,Exercise,Personal preference",1,,,,,,,,,2,3,,,,,Senior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1635,1517,"Vancouver, WA","Dropped off by parent or guardian,Public transportation",,Female,,No,No,Education,,"Yes, on campus",Master's degree,
2022-03-30 12:24:42,2022-03-30 12:28:22,IP Address,100,219,True,2022-03-30 12:28:22,R_shEiXUfEFUZUjo5,qr,EN,"Bicycle, scooter, skateboard, etc.",,09:00,16:07,Yes,"Parking availabliity,Convenience,Flexibility,Exercise",4,,2,,,,1,,,3,,,,,,Junior,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2351,2324,Tucson,Drive alone or with siblings,,Male,,No,No,Engineering,,"Yes, on campus",Bachelor's degree,
2022-03-30 12:27:35,2022-03-30 12:29:11,IP Address,100,96,True,2022-03-30 12:29:11,R_1n2ExyIciTy2ocu,qr,EN,The Ryde shuttle bus,,08:00,17:00,Yes,Convenience,,,,,,,,,,,,,,,,Senior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On-campus housing,Wymount Terrace,,,,,,,"El dorado hills, ca, usa",Drive alone or with siblings,,Male,,Yes,No,Business,,"Yes, both on and off campus",Bachelor's degree,
2022-03-30 12:28:17,2022-03-30 12:30:41,IP Address,100,143,True,2022-03-30 12:30:41,R_XYcBkbtqpi4VcfD,qr,EN,Walk,,,16:00,Yes,"Parking availabliity,Cost,Convenience,Health",1,2,3,,,,,,4,,,,,,,Junior,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2461,2414,Queen Creek az usa,"Drive alone or with siblings,Dropped off by parent or guardian",,Male,,No,No,Engineering,,"Yes, on campus",Some college,
2022-03-30 12:29:05,2022-03-30 12:32:25,IP Address,100,199,True,2022-03-30 12:32:25,R_1LojSgL2HD9nfgW,qr,EN,Walk,,10:00,18:30,Yes,"Parking availabliity,Convenience,Distance,Travel Time",1,,2,,,,,3,,,,,4,,,Sophomore,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2462,2144,"Aliso Viejo, CA, USA",Drive alone or with siblings,,Female,,No,No,Business,,No,Doctorate or professional degree,
2022-03-30 12:30:45,2022-03-30 12:33:21,IP Address,100,155,True,2022-03-30 12:33:21,R_3oL2ppobiV90Hnu,qr,EN,Walk,,09:31,12:30,No,"Cost,Convenience",,1,2,,,,,,,,,,,,,Sophomore,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2303,2135,"Stevenson Washington ","Drive alone or with siblings,Dropped off by parent or guardian,School bus",,Female,,No,No,Business,,No,Bachelor's degree,
2022-03-30 12:26:58,2022-03-30 12:33:45,IP Address,100,407,True,2022-03-30 12:33:46,R_2tut075qErRqffg,anonymous,EN,Motorcycle or similar,,07:45,16:30,Yes,"Parking availabliity,Cost,Convenience,Flexibility,Travel Time",1,2,4,,,,3,,,,,,5,,,Senior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,3257,3244,"Madison, AL, United States",Drive alone or with siblings,,Male,,Yes,No,Engineering,,"Yes, off campus",Doctorate or professional degree,
2022-03-30 12:31:37,2022-03-30 12:35:11,IP Address,100,214,True,2022-03-30 12:35:11,R_23f3W6Pbm3CbJEa,qr,EN,Walk,,23:30,17:00,Yes,"Convenience,Distance,Exercise,Personal preference,Mode availabililty",,,1,,,,,2,,4,5,3,,,,Senior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2661,1748,"Colfax, WA, USA",Drive alone or with siblings,,Male,,No,No,Physical and Mathematical Sciences,,"Yes, on campus",No college/post-secondary education,
2022-03-30 12:33:00,2022-03-30 12:37:41,IP Address,100,281,True,2022-03-30 12:37:41,R_3dAJZOOugmzJLDX,qr,EN,Other (specify):,"Skateboard ",12:00,16:00,Yes,"Convenience,Distance,Exercise,Personal preference,Mode availabililty",,,1,,,,,2,,3,4,5,,,,Sophomore,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off-campus BYU-contracted housing,,,,Provo,,2583,2235,Utah,"Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian,School bus,Public transportation,Bicycle, scooter, skateboard, etc.",,Male,,No,No,Other/Undeclared,,"Yes, off campus",Bachelor's degree,
2022-03-30 12:36:10,2022-03-30 12:37:42,IP Address,100,92,True,2022-03-30 12:37:43,R_3lMPcD6ipJLnmGl,qr,EN,Walk,,09:07,14:36,Yes,"Convenience,Weather",,,1,,,2,,,,,,,,,,Senior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,2413,2335,,,,,,,,,,,,
2022-03-30 12:36:06,2022-03-30 12:38:57,IP Address,100,170,True,2022-03-30 12:38:57,R_1dFRmvQpROAQjW9,qr,EN,Walk,,07:50,18:00,Yes,"Parking availabliity,Flexibility,Personal preference,Travel Time,Environmental concerns",5,,,,,,3,,,,1,,4,2,,Junior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1945,2298,"Denver, CO",Drive alone or with siblings,,Male,,No,No,Life Sciences,,"Yes, on campus",Master's degree,
2022-03-30 12:38:05,2022-03-30 12:40:19,IP Address,100,133,True,2022-03-30 12:40:19,R_3pm4eiAAM0XsxD6,qr,EN,Carpool,,09:00,15:15,Yes,"Convenience,Flexibility,Personal preference",,,1,,,,2,,,,3,,,,,Freshman,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1271,1991,,,,,,,,,,,,
2022-03-30 11:55:03,2022-03-30 12:43:18,IP Address,100,2895,True,2022-03-30 12:43:19,R_29ceVzfRYcQDDa6,qr,EN,Walk,,11:00,15:30,No,"Parking availabliity,Weather,Flexibility,Distance,Mode availabililty",1,,,,,5,3,4,,,,2,,,,Freshman,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,"Lots of states in US ","Drive alone or with siblings,Carpool with peers,School bus",,Female,,No,No,Other/Undeclared,,No,Bachelor's degree,
2022-03-30 12:40:41,2022-03-30 12:43:55,IP Address,100,194,True,2022-03-30 12:43:56,R_1otfxkwH8bzaE9v,qr,EN,Walk,,10:45,15:15,Yes,"Parking availabliity,Distance",2,,,,,,,1,,,,,,,,Freshman,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On-campus housing,Heritage Halls,,,,,,,"Meridian, Idaho, United States",Drive alone or with siblings,,Female,,No,No,Engineering,,No,Master's degree,
2022-03-30 12:39:56,2022-03-30 12:44:34,IP Address,100,278,True,2022-03-30 12:44:35,R_3JfwrFd7LiIvSI0,qr,EN,"Bicycle, scooter, skateboard, etc.",,09:00,17:00,Yes,Travel Time,,,,,,,,,,,,,,,,Junior,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On-campus housing,Wyview Park,,,,,,,None,School bus,,Male,,Yes,"Yes, 1",Engineering,,,Master's degree,
2022-03-30 12:42:09,2022-03-30 12:45:57,IP Address,100,228,True,2022-03-30 12:45:58,R_1DD3C9kedscIGcb,qr,EN,The Ryde shuttle bus,,08:45,05:35,No,"Convenience,Distance,Personal preference,Mode availabililty,Travel Time",,,2,,,,,3,,,5,1,4,,,Junior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,3150,2594,"Olive Hill, KY, USA",Dropped off by parent or guardian,,Female,,No,No,Education,,"Yes, on campus",Doctorate or professional degree,
2022-03-23 12:41:50,2022-03-23 12:42:05,IP Address,12,14,False,2022-03-30 12:47:07,R_2Bh4povkl9FlmbJ,anonymous,EN,"Bicycle, scooter, skateboard, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30 12:44:44,2022-03-30 12:47:25,IP Address,100,161,True,2022-03-30 12:47:25,R_CaAgGcSl3dhg5Sp,qr,EN,Walk,,08:45,20:15,Yes,"Convenience,Flexibility,Health,Exercise",,,1,,,,4,,2,3,,,,,,Freshman,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1942,1905,"Santaquin, Utah, USA ","Drive alone or with siblings,Carpool with peers,School bus",,Male,,No,No,Other/Undeclared,,"Yes, on campus",Master's degree,
2022-03-30 12:47:05,2022-03-30 12:49:19,IP Address,100,133,True,2022-03-30 12:49:19,R_3ncJtQsRvyNTCoZ,qr,EN,Walk,,07:00,18:00,Yes,"Parking availabliity,Health,Exercise,Personal preference,Travel Time",1,,,,,,,,2,3,4,,5,,,Freshman,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,"Alpine, Utah, USA","Drive alone or with siblings,Carpool with peers",,Male,,No,No,"Family, Home, and Social Sciences",,"Yes, both on and off campus",Some college,
2022-03-30 12:47:06,2022-03-30 12:50:18,IP Address,100,191,True,2022-03-30 12:50:18,R_3kof0eD0ph1FLMc,qr,EN,"Bicycle, scooter, skateboard, etc.",,,21:15,No,"Cost,Convenience,Distance",,2,1,,,,,3,,,,,,,,Freshman,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,2098,153,"Buckley, Washington, USA",Drive alone or with siblings,,Male,,No,No,Physical and Mathematical Sciences,,"Yes, on campus",No college/post-secondary education,
2022-03-23 12:47:52,2022-03-23 12:50:52,IP Address,85,179,False,2022-03-30 12:53:00,R_3jfdKV8WUFshskW,anonymous,EN,The Ryde shuttle bus,,21:50,14:30,Yes,"Parking availabliity,Cost,Convenience,Mode availabililty,Environmental concerns",2,3,1,,,,,,,,,5,,4,,Senior,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,On-campus housing,Wyview Park,,,,,,,"Nampa, Idaho, USA","Drive alone or with siblings,Dropped off by parent or guardian",,Male,,Yes,No,,,,,
2022-03-30 12:51:24,2022-03-30 12:55:01,IP Address,100,217,True,2022-03-30 12:55:01,R_3QLs0SOHuqg4b0F,qr,EN,Motorcycle or similar,,06:41,12:52,Yes,"Parking availabliity,Cost,Convenience,Flexibility,Personal preference",1,2,3,,,,4,,,,5,,,,,Sophomore,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1253,785,"Lake Tapps, Washington, USA ",Drive alone or with siblings,,Male,,Yes,No,Business,,"Yes, off campus",Master's degree,
2022-03-30 12:54:03,2022-03-30 12:55:58,IP Address,100,115,True,2022-03-30 12:55:59,R_tQdNhFfM6ieSX0l,qr,EN,The Ryde shuttle bus,,20:10,08:05,Yes,"Parking availabliity,Distance,Travel Time",1,,,,,,,2,,,,,3,,,Freshman,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2856,2422,"Eagle, ID, US",Drive alone or with siblings,,Male,,No,No,Business,,"Yes, on campus",Doctorate or professional degree,
2022-03-30 12:55:00,2022-03-30 12:56:40,IP Address,100,100,True,2022-03-30 12:56:41,R_1qUumJ9hLplDNLY,qr,EN,Walk,,09:00,03:44,Yes,"Parking availabliity,Cost",1,2,,,,,,,,,,,,,,Freshman,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,Utah,School bus,,Male,,No,No,Other/Undeclared,,"Yes, on campus",Bachelor's degree,
2022-03-30 12:55:43,2022-03-30 12:57:36,IP Address,100,113,True,2022-03-30 12:57:37,R_3KUQKFkDUi5znOd,qr,EN,Walk,,,15:00,No,"Convenience,Weather,Distance,Personal preference",,,2,,,3,,1,,,4,,,,,Freshman,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,Provo,Drive alone or with siblings,,Male,,No,No,International and Area Studies,,No,Doctorate or professional degree,
2022-03-30 12:51:07,2022-03-30 12:58:55,IP Address,100,468,True,2022-03-30 12:58:56,R_1IsB9VjsHOkoLiU,qr,EN,Walk,,08:07,14:50,No,Distance,,,,,,,,,,,,,,,,Freshman,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2098,1568,San Antonio TX,School bus,,Male,,No,No,Other/Undeclared,,"Yes, off campus",Some college,
2022-03-30 12:56:26,2022-03-30 12:59:00,IP Address,100,153,True,2022-03-30 12:59:00,R_323kBY0hVJQrws4,qr,EN,Walk,,11:00,15:46,Yes,"Convenience,Weather,Health,Exercise,Personal preference",,,1,,,4,,,2,3,5,,,,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1857,1999,Houston TX,Drive alone or with siblings,,Female,,No,No,Life Sciences,,"Yes, off campus",Master's degree,
2022-03-30 12:57:19,2022-03-30 12:59:02,IP Address,100,102,True,2022-03-30 12:59:02,R_1hQKFgqXgqCZNEA,qr,EN,Walk,,11:55,17:30,No,"Mode availabililty,Travel Time",,,,,,,,,,,,1,2,,,Freshman,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2499,2112,"Spokane, WA","Drive alone or with siblings,School bus",,Male,,No,No,Engineering,,,Bachelor's degree,
2022-03-30 12:57:22,2022-03-30 12:59:25,IP Address,100,122,True,2022-03-30 12:59:26,R_1EWpZ779iAEx0Wi,qr,EN,Walk,,09:00,15:58,No,Mode availabililty,,,,,,,,,,,,,,,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,Texas,"Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian,School bus",,Female,,No,No,Physical and Mathematical Sciences,,"Yes, on campus",Master's degree,
